,Unnamed: 0,id,title,type,release_year,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
2419,2616,ts80479,Clean with Passion for Now,SHOW,2018,69,7.0,1246.0,16.42,8.2
2421,2618,ts74765,Daughters of Destiny,SHOW,2017,0,8.6,900.0,2.385,7.7
2422,2619,ts90869,Love Daily,SHOW,2018,18,6.2,153.0,5.714,7.9
2429,2628,ts92726,They've Gotta Have Us,SHOW,2018,59,7.7,292.0,3.554,6.3
2438,2638,ts83070,72 Dangerous Animals: Asia,SHOW,2018,47,6.6,517.0,11.615,6.2
2439,2639,ts85618,Prince of Peoria,SHOW,2018,26,5.7,471.0,14.711,7.0
2446,2646,ts81596,Black Crows,SHOW,2017,39,5.4,295.0,2.297,8.0
2454,2654,ts74959,Yummy Mummies,SHOW,2017,41,4.0,673.0,2.365,5.3
2461,2661,ts81485,Ponysitters Club,SHOW,2018,23,6.0,116.0,2.161,8.0
2462,2662,ts82445,Ashes of Love,SHOW,2018,43,8.5,1875.0,25.4,9.1
2464,2664,ts78099,72 Dangerous Animals: Latin America,SHOW,2017,43,6.5,559.0,12.934,6.6
2467,2668,ts85183,Vai Anitta,SHOW,2018,40,5.6,448.0,2.334,6.8
2468,2669,ts84484,Dancing Queen,SHOW,2018,41,6.9,1590.0,6.673,6.5
2473,2674,ts83045,Accidentally In Love,SHOW,2018,29,7.6,1100.0,6.473,7.9
2476,2677,ts78707,The Joel McHale Show with Joel McHale,SHOW,2018,29,7.1,2378.0,5.655,6.4
2477,2678,ts76245,The Day I Met El Chapo: The Kate del Castillo Story,SHOW,2017,55,6.8,1073.0,11.011,6.1
2489,2690,ts79086,Mariposa de barrio,SHOW,2017,46,7.6,238.0,1.4,8.0
2494,2696,ts84200,Best.Worst.Weekend.Ever.,SHOW,2018,25,6.4,297.0,5.331,8.0
2495,2697,ts82500,Treehouse Detectives,SHOW,2018,24,7.6,93.0,4.358,8.5
2499,2701,ts82192,Samantha!,SHOW,2018,28,6.6,513.0,2.847,6.1
2504,2707,ts82323,On Children,SHOW,2018,100,7.2,380.0,3.881,7.8
2508,2711,ts55533,Legend Quest,SHOW,2017,26,7.3,446.0,7.567,8.0
2511,2715,ts82843,The Curious Creations of Christine McConnell,SHOW,2018,27,7.7,2391.0,2.45,7.3
2514,2718,ts75887,Paul Hollywood's Big Continental Road Trip,SHOW,2017,58,7.4,206.0,1.817,6.0
2523,2727,ts90941,"Heidi, bienvenida a casa",SHOW,2017,46,6.2,20.0,4.135,8.8
2553,2763,ts84644,Westside,SHOW,2018,47,6.0,168.0,0.957,4.0
2554,2764,ts83925,Boca Juniors Confidential,SHOW,2018,43,6.3,350.0,0.789,7.6
2556,2766,ts83820,The Judgement,SHOW,2018,48,7.1,95.0,2.518,7.7
2558,2768,ts55484,My Only Love Song,SHOW,2017,36,7.0,647.0,12.756,8.4
2559,2769,ts81856,Borges,SHOW,2018,24,6.2,168.0,1.992,7.8
2560,2770,ts76771,Stretch Armstrong & the Flex Fighters,SHOW,2017,23,6.2,307.0,5.244,7.6
2562,2772,ts84179,Made in Mexico,SHOW,2018,50,3.9,760.0,4.893,7.5
2563,2773,ts79585,Dinotrux: Supercharged,SHOW,2017,23,7.5,94.0,9.489,9.4
2566,2777,ts75750,Revolutionary Love,SHOW,2017,68,6.9,666.0,5.915,8.6
2567,2778,ts76540,Dennis & Gnasher Unleashed!,SHOW,2017,13,7.3,82.0,1.4,7.0
2575,2786,ts84555,The Unknown Hitman: The Story of El Cholo Adrián,SHOW,2017,49,6.7,144.0,6.419,10.0
2579,2791,ts86067,Death by Magic,SHOW,2018,33,6.1,629.0,2.757,6.9
2585,2798,ts82085,Ainori Love Wagon: Asian Journey,SHOW,2017,27,6.8,271.0,1.992,7.1
2588,2802,ts229123,Little Singham,SHOW,2018,12,3.5,91.0,1.181,4.0
2589,2803,ts83204,Million Pound Menu,SHOW,2018,59,6.5,563.0,2.093,6.2
2591,2805,ts83429,Take My Brother Away,SHOW,2018,46,6.7,161.0,2.459,8.3
2592,2806,ts83663,A Taiwanese Tale of Two Cities,SHOW,2018,68,6.1,159.0,3.867,8.0
2593,2807,ts75491,Fire Chasers,SHOW,2017,58,6.6,368.0,3.458,6.3
2594,2808,ts82564,Jimmy: The True Story of a True Idiot,SHOW,2018,42,6.8,77.0,1.289,5.0
2597,2811,ts83430,Smoking,SHOW,2018,24,7.4,456.0,4.229,8.3
2602,2817,ts80859,Here to Heart,SHOW,2018,45,7.5,219.0,4.003,8.3
2607,2822,ts75357,LEGO Elves: Secrets of Elvendale,SHOW,2017,24,6.9,163.0,1.4,7.7
2612,2829,ts79707,Edha,SHOW,2018,40,4.9,632.0,10.357,6.3
2615,2832,ts93947,Wrong Kind of Black,SHOW,2018,16,7.7,148.0,1.033,7.5
2619,2836,ts82631,Monkey Twins,SHOW,2018,53,7.9,92.0,3.109,6.0
2627,2846,ts83025,Baby Ballroom,SHOW,2017,45,7.8,198.0,3.514,8.0
2630,2849,ts84167,Age of Rebellion,SHOW,2018,83,8.6,49.0,3.856,6.0
2640,2859,ts81886,All About the Washingtons,SHOW,2018,23,4.8,708.0,1.987,4.6
2646,2865,ts77219,Part-Time Idol,SHOW,2017,40,6.7,108.0,5.068,8.5
2649,2870,ts80445,The Honeymoon Stand Up Special,SHOW,2018,31,6.8,515.0,2.923,6.0
2657,2878,ts75320,A Boy Named Flora A,SHOW,2017,89,7.9,314.0,1.684,6.6
2661,2884,ts57913,Strongest Deliveryman,SHOW,2017,55,7.4,626.0,6.359,6.8
2669,2892,ts82887,The Could've-Gone-All-the-Way Committee,SHOW,2018,24,6.8,102.0,5.757,7.3
2682,2905,ts77011,The Many Faces of Ito,SHOW,2017,30,6.7,244.0,5.712,7.5
2696,2924,ts81632,A House of Blocks,SHOW,2017,84,2.3,137.0,1.808,8.3
2697,2925,ts83710,First and Last,SHOW,2018,44,6.7,421.0,8.639,7.7
2708,2939,ts53166,Julie's Greenroom,SHOW,2017,26,8.2,328.0,3.104,8.5
2713,2944,ts57281,All Hail King Julien: Exiled,SHOW,2017,23,7.5,559.0,6.454,8.5
2719,2953,ts87591,Justice: Qalb Al Adala,SHOW,2017,37,5.6,155.0,1.307,7.0
2722,2956,ts80692,REA(L)OVE,SHOW,2018,45,6.6,210.0,0.6,5.7
2723,2957,ts113031,Droppin' Cash: Los Angeles,SHOW,2018,23,3.4,116.0,1.651,5.5
2724,2958,ts75138,Argon,SHOW,2017,63,7.3,261.0,3.509,7.3
2728,2962,ts55576,Buddy Thunderstruck,SHOW,2017,22,7.8,489.0,3.463,8.4
2732,2966,ts76646,Blazing Transfer Students,SHOW,2017,26,7.0,116.0,2.467,8.0
2733,2967,ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,2018,32,6.4,816.0,4.798,7.8
2740,2975,ts84985,Robozuna,SHOW,2018,22,6.6,92.0,7.167,8.3
2750,2985,ts86302,Check The Store Next Door,SHOW,2018,30,7.8,129.0,5.449,6.0
2754,2989,ts84038,Battlefish,SHOW,2018,45,7.0,426.0,2.537,8.8
2756,2991,ts74805,A Little Help with Carol Burnett,SHOW,2018,34,6.3,233.0,3.593,6.2
2773,3013,ts85250,Kulipari: Dream Walker,SHOW,2018,19,7.7,91.0,5.562,9.0
2775,3016,ts56251,ID-0,SHOW,2017,24,6.2,320.0,2.72,6.3
2796,3042,ts82160,Harvey Street Kids,SHOW,2018,24,6.8,249.0,4.753,8.5
2811,3059,ts54112,Life Plan A and B,SHOW,2017,80,7.8,106.0,2.107,7.0
2827,3078,ts97584,Highland: Thailand's Marijuana Awakening,SHOW,2017,20,6.2,24.0,0.68,8.0
2847,3106,ts80751,The Break with Michelle Wolf,SHOW,2018,30,5.1,1862.0,1.846,4.8
2851,3110,ts57116,Ask the Doctor,SHOW,2017,28,6.5,289.0,1.659,7.6
2854,3115,ts80993,Kibaoh Klashers,SHOW,2017,24,6.3,17.0,2.173,8.0
2862,3127,ts85660,The Sound of Your Heart: Reboot,SHOW,2018,34,5.9,134.0,4.711,6.4
2864,3133,ts58061,Memories of Love,SHOW,2018,44,5.9,16.0,5.081,2.7
2866,3136,ts80671,We Speak Dance,SHOW,2018,22,7.5,148.0,1.663,8.3
2874,3147,ts84372,YG Future Strategy Office,SHOW,2018,27,6.9,204.0,3.381,7.1
2884,3162,ts84341,What She Put on the Table,SHOW,2017,85,7.3,30.0,0.6,1.0
2893,3174,ts78444,Luna Petunia Return to Amazia,SHOW,2018,24,4.8,48.0,0.858,6.0
2895,3178,ts86497,Russian Doll,SHOW,2019,28,7.8,88945.0,31.225,7.6
2897,3180,ts216679,Bridgerton,SHOW,2020,62,7.3,122036.0,206.258,8.2
2898,3181,ts87466,Demon Slayer: Kimetsu no Yaiba,SHOW,2019,25,8.7,88265.0,131.109,8.8
2899,3182,ts82915,Sex Education,SHOW,2019,52,8.3,251168.0,309.755,8.4
2900,3183,ts81007,After Life,SHOW,2019,28,8.5,124972.0,18.619,7.9
2901,3184,ts88361,"Love, Death & Robots",SHOW,2019,13,8.4,131937.0,100.876,8.2
2902,3185,ts76645,The Umbrella Academy,SHOW,2019,52,8.0,202522.0,172.491,8.7
2903,3186,ts57327,The Witcher,SHOW,2019,58,8.2,465949.0,118.384,8.2
2906,3189,ts87453,Space Force,SHOW,2020,30,6.7,61739.0,30.856,6.6
2907,3190,ts88613,Formula 1: Drive to Survive,SHOW,2019,38,8.6,36661.0,40.216,8.4
2909,3192,ts89259,The Queen's Gambit,SHOW,2020,56,8.6,406350.0,104.215,8.6
2910,3193,ts89339,Selling Sunset,SHOW,2019,35,6.5,5482.0,21.635,6.8
2911,3194,ts82914,Dead to Me,SHOW,2019,31,8.0,73110.0,26.891,7.3
2912,3195,ts90234,I Think You Should Leave with Tim Robinson,SHOW,2019,16,7.9,11411.0,21.408,6.4
2913,3196,ts81120,The Last Dance,SHOW,2020,50,9.1,108321.0,24.459,8.2
2914,3197,ts224901,The Stranger,SHOW,2020,45,7.3,46564.0,12.988,7.5
2915,3198,ts84146,Emily in Paris,SHOW,2020,29,6.9,84302.0,45.54,8.0
2916,3199,ts221904,Unbelievable,SHOW,2019,48,8.4,95658.0,26.019,8.1
2917,3200,ts82361,ULTRAMAN,SHOW,2019,24,6.8,2025.0,34.384,7.4
2918,3201,ts254656,Jurassic World: Camp Cretaceous,SHOW,2020,24,7.5,7423.0,106.781,8.0
2919,3202,ts89840,Virgin River,SHOW,2019,44,7.4,34797.0,39.802,8.0
2920,3203,ts235655,Outer Banks,SHOW,2020,49,7.5,43404.0,48.11,8.7
2921,3204,ts87953,Locke & Key,SHOW,2020,48,7.4,72031.0,39.805,8.1
2923,3206,ts223986,The Circle,SHOW,2020,52,7.3,6380.0,11.315,7.7
2926,3209,ts252505,Are You Afraid of the Dark?,SHOW,2019,44,7.1,2151.0,75.625,7.5
2928,3211,ts87248,In the Dark,SHOW,2019,41,7.7,10927.0,20.694,8.0
2929,3212,ts103702,Young Wallander,SHOW,2020,45,6.8,11039.0,220.105,7.2
2931,3214,ts80962,Tuca & Bertie,SHOW,2019,24,7.3,6724.0,14.9,7.1
2936,3219,ts225651,Feel Good,SHOW,2020,25,7.5,10317.0,21.662,7.4
2938,3222,ts304505,Love Is Blind,SHOW,2020,54,6.1,7655.0,1.4,7.8
2941,3225,ts287836,Into the Night,SHOW,2020,36,7.1,30746.0,28.712,7.5
2942,3226,ts284800,Criminal: UK,SHOW,2019,44,7.6,17992.0,15.499,7.5
2943,3227,ts235758,Never Have I Ever,SHOW,2020,28,7.8,45346.0,72.067,8.2
2944,3228,ts224303,The Daily Life of the Immortal King,SHOW,2020,19,7.2,1211.0,48.912,8.6
2947,3231,ts242210,The Cursed,SHOW,2020,62,7.1,395.0,12.63,7.3
2948,3232,ts252758,Get Organized with The Home Edit,SHOW,2020,42,5.3,1454.0,6.614,7.0
2950,3234,ts237107,Sweet Magnolias,SHOW,2020,50,7.3,17435.0,17.576,7.9
2952,3236,ts219660,Alice in Borderland,SHOW,2020,47,7.6,47651.0,70.971,8.2
2953,3237,ts95997,Raising Dion,SHOW,2019,43,7.1,14464.0,31.709,7.8
2955,3239,ts55762,Kingdom,SHOW,2019,48,8.3,43760.0,63.579,8.4
2957,3241,ts89564,Black Summer,SHOW,2019,39,6.5,28657.0,28.71,7.1
2959,3243,ts84633,The Promised Neverland,SHOW,2019,23,8.4,34730.0,56.8,8.9
2960,3244,ts88379,Dracula,SHOW,2020,88,6.8,45971.0,27.166,7.2
2965,3249,ts57213,The Dark Crystal: Age of Resistance,SHOW,2019,51,8.4,24164.0,37.456,7.8
2966,3250,ts82913,When They See Us,SHOW,2019,74,8.9,114127.0,21.628,8.2
2967,3251,ts241248,Cocomelon,SHOW,2019,8,4.9,522.0,6.492,6.3
2968,3252,ts80709,Another Life,SHOW,2019,42,5.2,35108.0,98.27,6.0
2969,3254,ts83082,Living with Yourself,SHOW,2019,26,7.2,30134.0,16.946,6.8
2971,3256,ts218569,The Movies That Made Us,SHOW,2019,47,7.6,6147.0,9.973,7.4
2972,3257,ts113842,Giri/Haji,SHOW,2019,58,7.8,13570.0,17.212,7.7
2973,3258,ts223210,Don't F**k with Cats: Hunting an Internet Killer,SHOW,2019,62,8.0,50250.0,20.798,7.7
2978,3263,ts105825,The Valhalla Murders,SHOW,2019,46,7.1,13038.0,8.396,6.8
2983,3269,ts246072,Barbarians,SHOW,2020,47,7.2,23180.0,60.811,7.4
2985,3271,ts219101,Marianne,SHOW,2019,49,7.4,14518.0,23.254,7.7
2986,3272,ts221200,The Haunting of Bly Manor,SHOW,2020,55,7.3,96015.0,28.261,7.8
2987,3273,ts83555,"Roswell, New Mexico",SHOW,2019,42,6.2,11928.0,34.937,8.1
2989,3275,ts88577,Hollywood,SHOW,2020,50,7.5,35067.0,15.085,7.6
2991,3278,ts84661,Cursed,SHOW,2020,55,5.8,29446.0,39.313,7.4
2993,3280,ts105047,To the Lake,SHOW,2019,43,7.2,12456.0,51.377,7.3
2994,3281,ts241486,Pokémon Journeys: The Series,SHOW,2020,22,6.9,472.0,1.4,6.0
2995,3282,ts107724,The Defeated,SHOW,2020,54,7.0,5597.0,11.772,7.0
2997,3284,ts87364,Conversations with a Killer: The Ted Bundy Tapes,SHOW,2019,59,7.8,27439.0,12.764,7.6
2999,3286,ts103133,I Am Not Okay with This,SHOW,2020,21,7.5,56459.0,31.121,8.2
3000,3287,ts227305,Tiger King,SHOW,2020,44,7.5,76961.0,13.05,7.1
3002,3289,ts225522,Unorthodox,SHOW,2020,54,8.0,74118.0,12.826,7.9
3007,3294,ts89210,Warrior Nun,SHOW,2020,43,6.8,29164.0,43.914,7.9
3008,3295,ts104401,Ragnarok,SHOW,2020,47,7.5,36185.0,122.034,8.1
3009,3296,ts83657,The Order,SHOW,2019,48,6.7,27286.0,44.535,7.9
3013,3300,ts222988,Love on the Spectrum,SHOW,2019,42,8.6,5210.0,5.101,7.7
3017,3304,ts90729,Away,SHOW,2020,50,6.6,23706.0,34.725,6.9
3019,3306,ts224859,The Pharmacist,SHOW,2020,54,7.7,6989.0,4.118,8.4
3021,3309,ts103329,Ghost in the Shell: SAC_2045,SHOW,2020,25,6.2,2020.0,15.055,6.2
3025,3313,ts84663,The Politician,SHOW,2019,43,7.5,21887.0,19.833,7.5
3026,3314,ts86165,The Society,SHOW,2019,56,7.0,27693.0,28.6,7.7
3027,3315,ts215683,The Untamed,SHOW,2019,44,8.8,5963.0,52.565,9.1
3031,3320,ts85398,Our Planet,SHOW,2019,50,9.3,41386.0,14.33,8.8
3032,3321,ts218802,The Family,SHOW,2019,26,6.4,3491.0,8.605,6.9
3033,3322,ts129445,The Spy,SHOW,2019,53,7.9,40535.0,14.528,7.6
3034,3324,ts84993,Daybreak,SHOW,2019,44,6.7,19398.0,20.154,7.3
3040,3331,ts249891,The Comey Rule,SHOW,2020,82,7.4,8598.0,9.914,7.3
3041,3332,ts286390,Merli: Dare to Know,SHOW,2019,48,7.6,1711.0,98.052,8.4
3042,3334,ts236531,Too Hot to Handle,SHOW,2020,42,4.6,12001.0,19.838,6.8
3045,3337,ts82912,Ratched,SHOW,2020,54,7.2,52731.0,49.499,7.8
3047,3339,ts89014,DC Super Hero Girls,SHOW,2019,10,7.2,1193.0,20.123,8.2
3050,3342,ts250801,Dark Desire,SHOW,2020,34,6.5,7135.0,180.627,7.3
3051,3343,ts281928,Unsolved Mysteries,SHOW,2020,49,7.3,9391.0,21.135,7.8
3057,3350,ts83491,WHAT / IF,SHOW,2019,59,6.3,15135.0,21.388,6.7
3062,3355,ts223404,It's Okay to Not Be Okay,SHOW,2020,76,8.6,21104.0,67.024,8.6
3063,3356,ts93054,Trinkets,SHOW,2019,26,7.0,10263.0,25.549,8.1
3066,3359,ts82851,Messiah,SHOW,2020,45,7.6,42018.0,13.871,7.4
3067,3360,ts216522,BEASTARS,SHOW,2019,23,7.7,9440.0,72.782,8.7
3068,3361,ts221749,Dorohedoro,SHOW,2020,24,8.1,7813.0,27.217,8.6
3069,3362,ts88469,Undercover,SHOW,2019,49,7.8,16773.0,20.899,8.1
3073,3366,ts90019,Bonding,SHOW,2019,17,7.1,15871.0,19.611,7.3
3074,3367,ts223981,Cheer,SHOW,2020,56,8.1,6145.0,10.286,7.5
3077,3370,ts88283,Wu Assassins,SHOW,2019,44,6.4,12799.0,23.22,7.3
3078,3371,ts105441,Greatest Events of WWII in Colour,SHOW,2019,50,8.7,8508.0,7.826,8.6
3080,3373,ts220751,Lego Jurassic World: Legend of Isla Nublar,SHOW,2019,22,6.7,272.0,14.65,7.3
3082,3375,ts88485,Green Eggs and Ham,SHOW,2019,28,8.1,2556.0,14.865,8.5
3085,3378,ts90937,Stateless,SHOW,2020,53,7.5,9218.0,6.874,6.9
3087,3380,ts219080,Caliphate,SHOW,2020,48,8.2,17735.0,12.921,7.4
3088,3381,ts250997,Down to Earth with Zac Efron,SHOW,2020,39,8.0,6446.0,17.015,7.8
3092,3385,ts237560,Jeffrey Epstein: Filthy Rich,SHOW,2020,57,7.1,23216.0,25.26,7.3
3095,3388,ts226468,Summertime,SHOW,2020,43,6.0,2573.0,87.796,7.0
3096,3389,ts86908,L.A.'s Finest,SHOW,2019,47,6.1,7000.0,26.53,7.3
3097,3390,ts222835,Holiday Secrets,SHOW,2019,38,6.5,1134.0,5.085,6.4
3098,3391,ts237111,Almost Happy,SHOW,2020,27,6.8,870.0,8.845,7.2
3099,3392,ts110703,Interior Design Masters,SHOW,2019,57,6.4,1356.0,14.763,6.9
3101,3395,ts255926,Dash & Lily,SHOW,2020,25,7.5,16978.0,20.229,8.3
3102,3396,ts161737,Dare Me,SHOW,2019,43,6.6,5098.0,24.114,7.9
3105,3399,ts223344,The Gift,SHOW,2019,45,7.0,21582.0,12.379,7.8
3110,3404,ts93611,October Faction,SHOW,2020,41,6.1,10854.0,19.174,6.8
3111,3405,ts255104,Deaf U,SHOW,2020,20,6.4,462.0,14.943,5.8
3112,3406,ts100116,Blown Away,SHOW,2019,25,7.1,2876.0,11.497,7.5
3114,3408,ts100359,Medical Police,SHOW,2020,24,5.9,4136.0,9.216,6.7
3117,3411,ts243036,Selena: The Series,SHOW,2020,38,6.9,4435.0,51.141,7.5
3118,3412,ts106536,White Lines,SHOW,2020,55,6.6,16506.0,20.325,6.8
3122,3417,ts222455,The Devil Next Door,SHOW,2019,46,7.6,13084.0,6.216,7.1
3123,3418,ts225101,Start-Up,SHOW,2020,80,8.1,9021.0,23.134,8.5
3126,3421,ts89282,Toy Boy,SHOW,2019,61,6.5,7371.0,24.546,7.7
3131,3426,ts236747,Middleditch & Schwartz,SHOW,2020,51,8.6,5147.0,3.878,7.8
3132,3428,ts116814,The Twelve,SHOW,2019,47,7.5,5005.0,14.21,7.0
3135,3432,ts268608,The Ripper,SHOW,2020,49,7.1,9228.0,2.588,7.1
3136,3434,ts215691,Teenage Bounty Hunters,SHOW,2020,49,7.6,10821.0,27.309,7.9
3138,3436,ts306090,GREAT PRETENDER,SHOW,2020,24,7.9,4635.0,15.729,7.6
3141,3439,ts88699,Northern Rescue,SHOW,2019,43,7.1,4105.0,9.248,7.0
3143,3441,ts251782,High Score,SHOW,2020,42,7.4,7733.0,14.827,7.7
3145,3443,ts215012,Kipo and the Age of Wonderbeasts,SHOW,2020,24,8.3,5293.0,20.604,8.5
3150,3448,ts225787,Unabomber: In His Own Words,SHOW,2020,43,7.2,3338.0,3.591,7.4
3151,3449,ts192440,Garth Brooks: The Road I'm On,SHOW,2019,86,7.4,285.0,0.646,10.0
3152,3450,ts88296,Ares,SHOW,2020,29,5.7,4298.0,12.337,7.1
3155,3453,ts223126,The Confession Killer,SHOW,2019,48,7.4,8733.0,5.575,7.3
3157,3456,ts88262,Traitors,SHOW,2019,50,6.6,3020.0,8.353,6.7
3158,3457,ts236501,Valeria,SHOW,2020,41,6.5,5510.0,25.379,7.6
3159,3458,ts86726,Tidying Up with Marie Kondo,SHOW,2019,34,6.6,3529.0,7.148,6.8
3161,3461,ts256309,Aunty Donna's Big Ol House of Fun,SHOW,2020,20,8.0,6140.0,6.338,8.0
3162,3462,ts89251,Tales of the City,SHOW,2019,56,7.4,7715.0,13.399,7.6
3165,3465,ts105645,Historical Roasts,SHOW,2019,29,5.3,1675.0,2.383,6.3
3168,3468,ts225718,La Révolution,SHOW,2020,46,6.6,5512.0,10.7,6.9
3171,3471,ts252856,Challenger: The Final Flight,SHOW,2020,45,7.8,6778.0,18.289,7.2
3176,3476,ts215178,Grand Army,SHOW,2020,52,7.5,6279.0,20.845,8.0
3179,3479,ts93066,The I-Land,SHOW,2019,40,4.6,16918.0,15.848,5.7
3180,3480,ts223759,Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,67,7.4,16649.0,8.676,7.4
3181,3481,ts104840,Skylines,SHOW,2019,60,7.5,2627.0,4.302,7.1
3183,3483,ts219162,Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,50,7.9,10776.0,7.648,7.6
3186,3486,ts254592,Song Exploder,SHOW,2020,27,7.4,758.0,3.099,8.0
3187,3487,ts81646,Chambers,SHOW,2019,44,6.4,8380.0,14.065,6.9
3188,3488,ts219561,"The Mind, Explained",SHOW,2019,21,8.0,5230.0,7.127,7.8
3189,3490,ts91039,The Chef Show,SHOW,2019,26,8.2,5025.0,14.612,7.8
3191,3492,ts92547,Rise of Empires: Ottoman,SHOW,2020,45,7.9,22045.0,20.123,7.3
3192,3493,ts113506,The Last Czars,SHOW,2019,45,7.3,8096.0,9.596,7.4
3195,3496,ts87471,Darwin's Game,SHOW,2020,23,7.3,2284.0,16.528,7.9
3196,3497,ts89744,How to Sell Drugs Online (Fast),SHOW,2019,32,7.9,30734.0,73.548,8.3
3199,3500,ts225912,Biohackers,SHOW,2020,42,6.8,9346.0,13.252,7.5
3202,3505,ts250912,Fear City: New York vs The Mafia,SHOW,2020,52,7.1,7215.0,9.525,6.9
3203,3506,ts190462,Gentefied,SHOW,2020,30,7.3,2641.0,11.096,7.8
3204,3507,ts187541,Hotel Del Luna,SHOW,2019,80,8.2,7832.0,34.492,8.7
3205,3508,ts105542,The Baker and the Beauty,SHOW,2020,44,7.5,4160.0,12.087,8.1
3206,3509,ts89075,Her Private Life,SHOW,2019,74,7.7,3665.0,28.219,7.9
3208,3511,ts237109,Control Z,SHOW,2020,36,6.9,8235.0,83.181,8.2
3209,3512,ts86978,Power Rangers Beast Morphers,SHOW,2019,23,6.5,585.0,1.802,9.7
3211,3514,ts215046,Capitani,SHOW,2019,28,6.6,4355.0,8.731,6.8
3214,3517,ts189422,Home for Christmas,SHOW,2019,29,7.7,13670.0,13.653,7.3
3215,3518,ts88151,Quicksand,SHOW,2019,46,7.5,21077.0,13.813,7.3
3216,3519,ts223589,"Sex, Explained",SHOW,2020,22,6.9,3177.0,30.704,6.6
3218,3521,ts275111,Rainbow High,SHOW,2020,6,6.4,116.0,5.195,9.8
3220,3523,ts237513,Ju-On: Origins,SHOW,2020,29,6.1,4467.0,30.348,6.8
3225,3529,ts88721,Special,SHOW,2019,26,7.6,9202.0,7.726,6.8
3226,3530,ts103209,Exhibit A,SHOW,2019,36,6.3,1030.0,6.77,7.4
3227,3531,ts223240,Itaewon Class,SHOW,2020,69,8.2,12030.0,29.491,8.6
3229,3533,ts87008,Turn Up Charlie,SHOW,2019,26,7.1,7251.0,8.437,7.2
3230,3534,ts89119,The Disappearance of Madeleine McCann,SHOW,2019,59,6.6,10286.0,7.645,6.8
3231,3535,ts242820,Floor is Lava,SHOW,2020,30,5.3,2135.0,5.828,8.0
3238,3543,ts251028,Detention,SHOW,2020,49,6.3,496.0,6.035,7.9
3241,3546,ts106015,Kengan Ashura,SHOW,2019,24,8.0,4719.0,112.314,8.3
3243,3548,ts89832,Abyss,SHOW,2019,61,7.1,2131.0,15.513,8.4
3246,3551,ts225544,The Trials of Gabriel Fernandez,SHOW,2020,55,8.1,10982.0,10.689,7.5
3247,3553,ts237751,Gameboys,SHOW,2020,22,8.5,1066.0,5.135,8.5
3249,3555,ts277126,Black Space,SHOW,2020,46,6.7,1758.0,3.891,7.3
3250,3556,ts84586,Spinning Out,SHOW,2020,50,7.6,13692.0,22.568,8.2
3252,3559,ts87986,Dolly Parton's Heartstrings,SHOW,2019,67,7.6,2107.0,9.184,7.5
3253,3560,ts106126,The Bonfire of Destiny,SHOW,2019,50,7.6,4442.0,15.25,7.4
3258,3565,ts251094,Indian Matchmaking,SHOW,2020,35,6.2,3049.0,3.185,9.0
3260,3567,ts89747,High Seas,SHOW,2019,45,6.8,7154.0,20.952,7.0
3263,3572,ts288350,Julie and the Phantoms,SHOW,2020,2,8.4,9461.0,16.219,8.6
3266,3575,ts188991,Someone Has to Die,SHOW,2020,50,6.3,4718.0,10.557,7.3
3271,3580,ts268560,The Uncanny Counter,SHOW,2020,64,8.0,5552.0,25.874,8.9
3274,3584,ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,47,7.3,11586.0,15.211,7.5
3275,3585,ts83107,V Wars,SHOW,2019,42,6.1,13531.0,25.554,7.8
3276,3587,ts216493,The Naked Director,SHOW,2019,51,7.7,6052.0,36.331,7.5
3279,3591,ts251067,The Baby-Sitters Club,SHOW,2020,27,7.3,3786.0,25.625,8.0
3280,3593,ts108392,The Letter for the King,SHOW,2020,47,5.9,7376.0,7.854,7.1
3283,3596,ts222606,Black Dog,SHOW,2019,80,7.7,129.0,2.334,9.0
3285,3598,ts219895,Tiny Pretty Things,SHOW,2020,56,5.9,9115.0,43.351,7.7
3286,3599,ts101874,Frontera Verde,SHOW,2019,40,7.3,2481.0,8.108,6.8
3287,3600,ts86744,Romance Is a Bonus Book,SHOW,2019,64,8.0,5034.0,45.274,8.0
3288,3601,ts84129,No Good Nick,SHOW,2019,30,6.0,2843.0,26.449,7.1
3290,3603,ts270465,SanPa: Sins of the Savior,SHOW,2020,57,7.8,1488.0,1.932,7.6
3291,3604,ts89326,Persona,SHOW,2019,22,6.6,1164.0,3.536,6.5
3293,3606,ts218888,BNA,SHOW,2020,23,7.2,2478.0,21.827,8.5
3294,3607,ts76382,Carmen Sandiego,SHOW,2019,23,7.9,5557.0,24.674,8.1
3296,3609,ts104449,The Liberator,SHOW,2020,49,7.6,5942.0,22.812,7.2
3297,3610,ts237096,Trial by Media,SHOW,2020,62,7.1,3096.0,4.405,7.2
3298,3611,ts251617,Connected,SHOW,2020,44,7.5,1704.0,2.839,8.0
3301,3614,ts91124,Love Alarm,SHOW,2019,49,6.8,5262.0,132.183,8.5
3304,3617,ts88312,The Eddy,SHOW,2020,58,7.1,2908.0,7.469,6.6
3305,3618,ts256007,Love & Anarchy,SHOW,2020,29,7.4,7896.0,23.433,7.4
